,,,,,,,,,,,,,,,,,,,,,,,,,
amorphous,austere,abound,belie,capricious,congenial,conspicuous,,,,,,,,,,,,,,,,,,,
shapeless,sober,Proliferate,Contradict,fickle,pleasant,clear,,,,,,,,,,,,,,,,,,,
formless,frugal,superabound,conceal,mercurial,pleasurable,discernible,,,,,,,,,,,,,,,,,,,
unformed,spartan,thrive,Falsify,erratic,satisfying,flagrant,,,,,,,,,,,,,,,,,,,
structureless,ascetic,flourish,debunk,fitful,gratifying,ostentatious,,,,,,,,,,,,,,,,,,,
indefinite,puritanical,abundant,Confute,arbitrary,adapted,overt,,,,,,,,,,,,,,,,,,,
vague,abstemious,Copious,Colour,temperamental,,blatant,,,,,,,,,,,,,,,,,,,
Nebulous,,lavish,,whimsical,,inescapable,,,,,,,,,,,,,,,,,,,
,,Profuse,,wayward,,,,,,,,,,,,,,,,,,,,,
,,Munificent,,quirky,,,,,,,,,,,,,,,,,,,,,
,,prolific,,haphazard,,,,,,,,,,,,,,,,,,,,,
,,Inexhaustible,,,,,,,,,,,,,,,,,,,,,,,
,,galore,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
cursory,daunting,deify,didactic,disseminate,Feasible,flout,,,,,,,,,,,,,,,,,,,
perfunctory,intimidating,revere,educative,disperse,practical,defy,,,,,,,,,,,,,,,,,,,
desultory,disconcerting,venerate,doctrinal,diffuse,achievable,scorn,,,,,,,,,,,,,,,,,,,
superficial,unnerving,reverence,academic,proclaim,viable,disdain,,,,,,,,,,,,,,,,,,,
mechanical,demoralizing,extol,scholastic,promulgate,realistic,contravene,,,,,,,,,,,,,,,,,,,
automatic,forbidding,exalt,edifying,dissipate,suitable,infringe,,,,,,,,,,,,,,,,,,,
fleeting,ominous,adore,heuristic,herald,expedient,breach,,,,,,,,,,,,,,,,,,,
slapdash,taxing,immortalize,pedantic,trumpet,constructive,infract,,,,,,,,,,,,,,,,,,,
,,lionize,,,earthly,,,,,,,,,,,,,,,,,,,,
,,aggrandize,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
homogeneous,humdrum,insipid,loquacious,misanthropic,negligent,obsequious,,,,,,,,,,,,,,,,,,,
equivalent,mundane,Bland,garrulous,reclusive,lax,servile,,,,,,,,,,,,,,,,,,,
analogous,dreary,Weak,voluble,uncongenial,heedless,ingratiating,,,,,,,,,,,,,,,,,,,
parallel,tedious,Vapid,verbose,cynical,slack,unctuous,,,,,,,,,,,,,,,,,,,
kindred,monotonous,Common place,profuse,sceptical,slapdash,sycophantic,,,,,,,,,,,,,,,,,,,
correlative,banal,Proasic,prolix,jaundiced,slipshod,subservient,,,,,,,,,,,,,,,,,,,
congruent,prosaic,Trite,effusive,narrow+AC0-minded,barratrous,submissive,,,,,,,,,,,,,,,,,,,
cognate,quotidian,Banal,Gabby,,delinquent,abject,,,,,,,,,,,,,,,,,,,
,commonplace,hackneyed,,,inadvertent,bootlicking,,,,,,,,,,,,,,,,,,,
,workaday,,,,,,,,,,,,,,,,,,,,,,,,
,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,
,vanilla,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
placate,proclivity,puerile,quixotic,spendthrift,taciturn,wary,,,,,,,,,,,,,,,,,,,
pacify,inclination,infantile,idealistic,profligate,reticent,circumspect,,,,,,,,,,,,,,,,,,,
appease,disposition,juvenile,romantic,prodigal,secretive,prudent,,,,,,,,,,,,,,,,,,,
mollify,propensity,fatuous,extravagant,squanderer,inarticulate,vigilant,,,,,,,,,,,,,,,,,,,
conciliate,bias,Foolish,visionary,Extravagant,aloof,sceptical,,,,,,,,,,,,,,,,,,,
propitiate,penchant,,utopian,,cold,dubious,,,,,,,,,,,,,,,,,,,
,predilection,,perfectionist,,,guarded,,,,,,,,,,,,,,,,,,,
,taste,,unrealistic,,,,,,,,,,,,,,,,,,,,,,
,,,impossible,,,,,,,,,,,,,,,,,,,,,,
,,,inefficacious,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Group 2,,,,,,,,,,,,,,,,,,,,,,,,,
adulterate,advocate,alacrity,ambivalent,ameliorate,amenable,audacious,,,,,,,,,,,,,,,,,,,
degrade,champion,enthusiasm,equivocal,amend,compliant,intrepid,,,,,,,,,,,,,,,,,,,
debase,proponent,ardour,doubtful,refine,acquiescent,valiant,,,,,,,,,,,,,,,,,,,
contaminate,patron,fervour,irresolute,mitigate,biddable,plucky,,,,,,,,,,,,,,,,,,,
sully,missionary(vanilla position),liveliness,fluctuating,rectify,manageable,dynamic,,,,,,,,,,,,,,,,,,,
dilute,propagandist,zeal,confused,remedy,tractable,spirited,,,,,,,,,,,,,,,,,,,
weaken,apologist,haste,muddled,fix,pliant,mettlesome,,,,,,,,,,,,,,,,,,,
bastardize,,briskness,vague,square,malleable,spunky,,,,,,,,,,,,,,,,,,,
corrupt,,swiftness,hazy,tweak,complaisant,venturous,,,,,,,,,,,,,,,,,,,
vitiate,,,iffy,,docile,temerarious,,,,,,,,,,,,,,,,,,,
,,,,,tame,,,,,,,,,,,,,,,,,,,,
,,,,,meek,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
avaricious,banal,benign,brazen,calumny,candid,castigate,,,,,,,,,,,,,,,,,,,
acquisitive,trite,clement,presumptuous,slander,frank,reprimand,,,,,,,,,,,,,,,,,,,
covetous,hackneyed,salubrious,impudent,muckraking,outspoken,rebuke,,,,,,,,,,,,,,,,,,,
greedy,platitudinous,propitious,insolent,aspersions,unvarnished,admonish,,,,,,,,,,,,,,,,,,,
rapacious,vapid,auspicious,impertinent,vilification,,chastise,,,,,,,,,,,,,,,,,,,
mercenary,commonplace,amiable,pert,traducement,,chide,,,,,,,,,,,,,,,,,,,
materialistic,pedestrian,congenial,blatant,obloquy,,upbraid,,,,,,,,,,,,,,,,,,,
mean,humdrum,cordial,flagrant,vituperation,,reproach,,,,,,,,,,,,,,,,,,,
miserly,,tender,,revilement,,berate,,,,,,,,,,,,,,,,,,,
grabby,,benevolent,,scurrility,,lambaste,,,,,,,,,,,,,,,,,,,
,,indulgent,,insults,,criticize,,,,,,,,,,,,,,,,,,,
,,benignant,,,,censure,,,,,,,,,,,,,,,,,,,
,,,,,,punish,,,,,,,,,,,,,,,,,,,
,,,,,,discipline,,,,,,,,,,,,,,,,,,,
,,,,,,chasten,,,,,,,,,,,,,,,,,,,
,,,,,,reprehend,,,,,,,,,,,,,,,,,,,
,,,,,,objurgate,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
caustic,construe,contrite,convoluted,craven,decorum,deft,,,,,,,,,,,,,,,,,,,
sarcastic,parse,remorseful,complicated,cowardly,propriety,adroit,,,,,,,,,,,,,,,,,,,
mordant,render,repentant,intricate,timid,decency,dexterous,,,,,,,,,,,,,,,,,,,
bitter,elucidate,penitent,elaborate,timorous,good taste,nimble,,,,,,,,,,,,,,,,,,,
scathing,,apologetic,impenetrable,fearful,politeness,proficient,,,,,,,,,,,,,,,,,,,
sardonic,,rueful,tortuous,quaking,courtesy,shrewd,,,,,,,,,,,,,,,,,,,
scornful,,ashamed,tangled,cowering,breeding,astute,,,,,,,,,,,,,,,,,,,
trenchant,,chastened,bewildering,weak,deportment,canny,,,,,,,,,,,,,,,,,,,
acerbic,,compunctious,baffling,feeble,modesty,artful,,,,,,,,,,,,,,,,,,,
vitriolic,,,perplexing,wimpish,,,,,,,,,,,,,,,,,,,,,
pungent,,,,wimpy,,,,,,,,,,,,,,,,,,,,,
acrimonious,,,,recreant,,,,,,,,,,,,,,,,,,,,,
polemic,,,,,,,,,,,,,,,,,,,,,,,,,
virulent,,,,,,,,,,,,,,,,,,,,,,,,,
waspish,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
demur,derivative,diatribe,incredulous,ingenuous,,,,,,,,,,,,,,,,,,,,,
cavil,imitative,tirade,dubious,candid,,,,,,,,,,,,,,,,,,,,,
dissent,trite,harangue,cynical,unsophisticated,,,,,,,,,,,,,,,,,,,,,
balk,hackneyed,reprimand,sceptical,artless,,,,,,,,,,,,,,,,,,,,,
,banal,admonishment,wary,genuine,,,,,,,,,,,,,,,,,,,,,
,,vituperation,,,,,,,,,,,,,,,,,,,,,,,
,,castigation,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 3,,,,,,,,,,,,,,,,,,,,,,,,,
abate,abjure,anomalous,antipathy,arcane,arduous,artless,,,,,,,,,,,,,,,,,,,
alleviate,relinquish,aberrant,animosity,covert,onerous,modest,,,,,,,,,,,,,,,,,,,
mitigate,abandon,peculiar,aversion,clandestine,taxing,ingenuous,,,,,,,,,,,,,,,,,,,
mollify,gainsay,incongruous,animus,enigmatic,laborious,guileless,,,,,,,,,,,,,,,,,,,
assuage,disclaim,deviant,enmity,esoteric,strenuous,candid,,,,,,,,,,,,,,,,,,,
palliate,repudiate,divergent,abhorrence,abstruse,vigorous,,,,,,,,,,,,,,,,,,,,
appease,abnegate,eccentric,loathing,recondite,Herculean,,,,,,,,,,,,,,,,,,,,
attenuate,eschew,,repugnance,inscrutable,formidable,,,,,,,,,,,,,,,,,,,,
,forsake,,,impenetrable,exhausting,,,,,,,,,,,,,,,,,,,,
,,,,opaque,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ascetic,assuage,betray,bucolic,burgeon,cacophonous,chicanery,,,,,,,,,,,,,,,,,,,
austere,alleviate,reveal,rustic,proliferate,thunderous,subterfuge,,,,,,,,,,,,,,,,,,,
abstemious,mitigate,uncover,pastoral,escalate,raucous,guile,,,,,,,,,,,,,,,,,,,
frugal,palliate,unmask,countryside,flourish,dissonant,skulduggery,,,,,,,,,,,,,,,,,,,
rigorous,abate,expose,agricultural,thrive,inharmonious,hoodwinking,,,,,,,,,,,,,,,,,,,
spartan,tranquillize,discover,agrarian,prosper,strident,artfulness,,,,,,,,,,,,,,,,,,,
monkish,mollify,,outdoor,,grating,,,,,,,,,,,,,,,,,,,,
chaste,moderate,,idyllic,,jarring,,,,,,,,,,,,,,,,,,,,
,attenuate,,Arcadian,,absonant,,,,,,,,,,,,,,,,,,,,
,diminish,,,,,,,,,,,,,,,,,,,,,,,,
,quench,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
coalesce,cogent,compelling,contend,copious,cosmopolitan,deference,,,,,,,,,,,,,,,,,,,
amalgamate,plausible,enthralling,profess,abundant,suave,reverence,,,,,,,,,,,,,,,,,,,
consolidate,eloquent,riveting,aver,profuse,urbane,veneration,,,,,,,,,,,,,,,,,,,
synthesize,credible,entrancing,avow,lavish,refined,awe,,,,,,,,,,,,,,,,,,,
,lucid,hypnotic,,bountiful,sophisticated,submission,,,,,,,,,,,,,,,,,,,
,coherent,absorbing,,abounding,,obeisance,,,,,,,,,,,,,,,,,,,
,articulate,,,manifold,,,,,,,,,,,,,,,,,,,,,
,,,,galore,,,,,,,,,,,,,,,,,,,,,
,,,,lank,,,,,,,,,,,,,,,,,,,,,
,,,,bounteous,,,,,,,,,,,,,,,,,,,,,
,,,,myriad,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
desultory,diffident,dilatory,equivocate,prodigal,verbose,,,,,,,,,,,,,,,,,,,,
cursory,bashful,tardy,prevaricate,extravagant,loquacious,,,,,,,,,,,,,,,,,,,,
superficial,meek,lax,hedge,spendthrift,garrulous,,,,,,,,,,,,,,,,,,,,
perfunctory,unassertive,indolent,vacillate,imprudent,voluble,,,,,,,,,,,,,,,,,,,,
haphazard,timid,loitering,cavil,profligate,effusive,,,,,,,,,,,,,,,,,,,,
random,wary,lingering,quibble,wanton,prolix,,,,,,,,,,,,,,,,,,,,
automatic,,dawdling,waffle,generous,circumlocutory,,,,,,,,,,,,,,,,,,,,
capricious,,,,lavish,tautological,,,,,,,,,,,,,,,,,,,,
mechanical,,,,copious,redundant,,,,,,,,,,,,,,,,,,,,
chaotic,,,,profuse,tortuous,,,,,,,,,,,,,,,,,,,,
sporadic,,,,,convoluted,,,,,,,,,,,,,,,,,,,,
fitful,,,,,diffuse,,,,,,,,,,,,,,,,,,,,
,,,,,meandering,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 4,,,,,,,,,,,,,,,,,,,,,,,,,
abstain,approbation,cherish,corroborate,disparate,emulate,enervate,,,,,,,,,,,,,,,,,,,
desist,adulation,revere,endorse,contrasting,imitate,exhaust,,,,,,,,,,,,,,,,,,,
forbear,veneration,admire,validate,heterogeneous,reproduce,fatigue,,,,,,,,,,,,,,,,,,,
renounce,accolades,protect,sustain,distinct,mimic,weary,,,,,,,,,,,,,,,,,,,
shun,plaudits,nurture,bolster,myriad,equal,sap,,,,,,,,,,,,,,,,,,,
eschew,laudation,,reinforce,,parallel,enfeeble,,,,,,,,,,,,,,,,,,,
abandon,,,,,surpass,poop,,,,,,,,,,,,,,,,,,,
abjure,,,,,,torpefy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ephemeral,fervid,garrulous,incendiary,inimical,intimate,invigorate,,,,,,,,,,,,,,,,,,,
transitory,fervent,loquacious,agitator,antagonistic,cherished,revitalize,,,,,,,,,,,,,,,,,,,
transient,ardent,voluble,firebrand,unsympathetic,constant,revive,,,,,,,,,,,,,,,,,,,
cursory,passionate,verbose,troublemaker,malevolent,devoted,vivify,,,,,,,,,,,,,,,,,,,
evanescent,vehement,jabbering,revolutionary,detrimental,favourite,rejuvenate,,,,,,,,,,,,,,,,,,,
fugitive,avid,effusive,insurgent,deleterious,,galvanize,,,,,,,,,,,,,,,,,,,
fugacious,,prolix,subversive,pernicious,,,,,,,,,,,,,,,,,,,,,
,,,instigator,prejudicial,,,,,,,,,,,,,,,,,,,,,
,,,,malefic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
mitigate,obsolete,opaque,pedantic,placid,polemical,precipitate,,,,,,,,,,,,,,,,,,,
alleviate,anachronistic,perplexing,scrupulous,equable,vitriolic,impetuous,,,,,,,,,,,,,,,,,,,
attenuate,antique,enigmatic,precisionist,tranquil,waspish,imprudent,,,,,,,,,,,,,,,,,,,
assuage,archaic,equivocal,punctilious,imperturbable,trenchant,temerarious,,,,,,,,,,,,,,,,,,,
appease,defunct,cryptic,meticulous,serene,acerbic,expedite,,,,,,,,,,,,,,,,,,,
moderate,,abstruse,fastidious,,sardonic,instigate,,,,,,,,,,,,,,,,,,,
abate,,recondite,dogmatic,,scathing,,,,,,,,,,,,,,,,,,,,
pacify,,arcane,cerebral,,pungent,,,,,,,,,,,,,,,,,,,,
placate,,esoteric,didactic,,acidulous,,,,,,,,,,,,,,,,,,,,
mollify,,,,,,,,,,,,,,,,,,,,,,,,,
tranquillize,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
profundity,prophetic,prudent,punctilious,recondite,scrupulous,tranquil,,,,,,,,,,,,,,,,,,,
sagacity,prescient,sagacious,meticulous,abstruse,meticulous,reposeful,,,,,,,,,,,,,,,,,,,
acuity,predictive,canny,scrupulous,arcane,painstaking,serene,,,,,,,,,,,,,,,,,,,
profoundness,prophetical,circumspect,painstaking,esoteric,assiduous,placid,,,,,,,,,,,,,,,,,,,
perceptiveness,prognostic,thrifty,fastidious,abstract,sedulous,idyllic,,,,,,,,,,,,,,,,,,,
penetration,divinatory,sparing,finical,unfathomable,punctilious,stoical,,,,,,,,,,,,,,,,,,,
perception,oracular,frugal,pedantic,,religious,pacific,,,,,,,,,,,,,,,,,,,
,,abstemious,laborious,,pedantic,,,,,,,,,,,,,,,,,,,,
,,,,,virtuous,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
vacillate,,,,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,,,,,,,,,,,,,,,,,,,
irresolute,,,,,,,,,,,,,,,,,,,,,,,,,
tentative,,,,,,,,,,,,,,,,,,,,,,,,,
dithering,,,,,,,,,,,,,,,,,,,,,,,,,
ambivalent,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
aloof,conventional,debunk,diminutive,discernible,,,,,,,,,,,,,,,,,,,,,
,orthodox,deflate,compact,obvious,,,,,,,,,,,,,,,,,,,,,
austere,decorous,quash,homuncular,manifest,,,,,,,,,,,,,,,,,,,,,
haughty,suburban,controvert,miniature,conspicuous,,,,,,,,,,,,,,,,,,,,,
supercilious,parochial,confute,,patent,,,,,,,,,,,,,,,,,,,,,
disdainful,stodgy,negate,,evident,,,,,,,,,,,,,,,,,,,,,
,,challenge,,distinct,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
enigmatic,estrange,extravagant,fanciful,frivolous,,,,,,,,,,,,,,,,,,,,,
perplexing,alienate,spendthrift,whimsical,waggish,,,,,,,,,,,,,,,,,,,,,
bewildering,antagonize,profligate,capricious,facetious,,,,,,,,,,,,,,,,,,,,,
inscrutable,,prodigal,quixotic,superficial,,,,,,,,,,,,,,,,,,,,,
equivocal,,squandering,chimerical,frothy,,,,,,,,,,,,,,,,,,,,,
paradoxical,,imprudent,extravagant,trivial,,,,,,,,,,,,,,,,,,,,,
oblique,,exorbitant,eccentric,peripheral,,,,,,,,,,,,,,,,,,,,,
arcane,,inordinate,baroque,zany,,,,,,,,,,,,,,,,,,,,,
abstruse,,ostentatious,,whimsical,,,,,,,,,,,,,,,,,,,,,
recondite,,,,,,,,,,,,,,,,,,,,,,,,,
esoteric,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
heterogeneous,imperious,impertinent,irresolute,laudable,,,,,,,,,,,,,,,,,,,,,
,peremptory,insolent,tentative,praiseworthy,,,,,,,,,,,,,,,,,,,,,
sundry,authoritarian,impudent,vacillating,admirable,,,,,,,,,,,,,,,,,,,,,
variegated,lordly,audacious,equivocating,meritorious,,,,,,,,,,,,,,,,,,,,,
motley,officious,brazen,dithering,sterling,,,,,,,,,,,,,,,,,,,,,
myriad,,presumptuous,fluctuating,,,,,,,,,,,,,,,,,,,,,,
,,pert,ambivalent,,,,,,,,,,,,,,,,,,,,,,
,,,iffy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
lax,panache,plodding,prosaic,restive,,,,,,,,,,,,,,,,,,,,,
slipshod,flamboyance,wade,humdrum,restless,,,,,,,,,,,,,,,,,,,,,
heedless,zest,toil,mundane,fidgety,,,,,,,,,,,,,,,,,,,,,
slapdash,vivacity,trawl,insipid,apprehensive,,,,,,,,,,,,,,,,,,,,,
permissive,pizzazz,,vapid,nervy,,,,,,,,,,,,,,,,,,,,,
indulgent,,,banal,jittery,,,,,,,,,,,,,,,,,,,,,
,,,hackneyed,,,,,,,,,,,,,,,,,,,,,,
,,,trite,,,,,,,,,,,,,,,,,,,,,,
,,,unembellished,,,,,,,,,,,,,,,,,,,,,,
,,,monotonous,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
sporadic,stigmatize,undermine,utterly,weary,zealous,,,,,,,,,,,,,,,,,,,,
fitful,condemn,erode,,sapped,fervent,,,,,,,,,,,,,,,,,,,,
desultory,disparage,subvert,absolutely,prostrate,ardent,,,,,,,,,,,,,,,,,,,,
erratic,vilify,sabotage,radically,enervated,fervid,,,,,,,,,,,,,,,,,,,,
,pillory,enfeeble,stark,jaded,zestful,,,,,,,,,,,,,,,,,,,,
,defame,sap,bigly,knackered,perfervid,,,,,,,,,,,,,,,,,,,,
,,,,pooped,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 6,,,,,,,,,,,,,,,,,,,,,,,,,
admonish,aesthetic,affectation,alleviate,analogous,bolster,,,,,,,,,,,,,,,,,,,,
castigate,ornamental,pretension,diminish,parallel,reinforce,,,,,,,,,,,,,,,,,,,,
lambaste,graceful,pretence,assuage,kindred,fortify,,,,,,,,,,,,,,,,,,,,
berate,attractive,ostentation,palliate,cognate,buttress,,,,,,,,,,,,,,,,,,,,
carpet,stylish,grandiosity,quell,homologous,revitalize,,,,,,,,,,,,,,,,,,,,
reprehend,artistic,superciliousness,abate,,invigorate,,,,,,,,,,,,,,,,,,,,
objurgate,,pretensions,pacify,,,,,,,,,,,,,,,,,,,,,,
,,masquerade,placate,,,,,,,,,,,,,,,,,,,,,,
,,charade,extenuate,,,,,,,,,,,,,,,,,,,,,,
,,feigning,mollify,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
connoisseur,dissemble,dogged,dupe,empirical,engender,,,,,,,,,,,,,,,,,,,,
pundit,dissimulate,tenacious,hoodwink,observed,incite,,,,,,,,,,,,,,,,,,,,
savant,feign,pertinacious,gull,factual,kindle,,,,,,,,,,,,,,,,,,,,
aesthete,masquerade,obdurate,ensnare,verifiable,instigate,,,,,,,,,,,,,,,,,,,,
epicure,counterfeit,steadfast,beguile,pragmatic,foment,,,,,,,,,,,,,,,,,,,,
gastronome,pose,staunch,bamboozle,heuristic,beget,,,,,,,,,,,,,,,,,,,,
maven,posture,laborious,finagle,,enkindle,,,,,,,,,,,,,,,,,,,,
,shroud,indurate,euchre,,effectuate,,,,,,,,,,,,,,,,,,,,
,,,simpleton,,,,,,,,,,,,,,,,,,,,,,
,,,stooge,,,,,,,,,,,,,,,,,,,,,,
,,,patsy,,,,,,,,,,,,,,,,,,,,,,
,,,sap,,,,,,,,,,,,,,,,,,,,,,
,,,schlemiel,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
entitled,pertinacious,presumptuous,probity,proliferate,specious,spurious,,,,,,,,,,,,,,,,,,,
denominate,tenacious,brazen,rectitude,snowball,misleading,bogus,,,,,,,,,,,,,,,,,,,
accredit,assiduous,audacious,virtue,burgeon,deceptive,specious,,,,,,,,,,,,,,,,,,,
enfranchise,dogged,pert,equity,escalate,fallacious,factitious,,,,,,,,,,,,,,,,,,,
capacitate,indefatigable,impertinent,ethics,,,feigned,,,,,,,,,,,,,,,,,,,
,insistent,insolent,,,,contrived,,,,,,,,,,,,,,,,,,,
,implacable,impudent,,,,fictitious,,,,,,,,,,,,,,,,,,,
