,,,,,,,,,,,,,,,,,,,,,,,,,
,mulish,bumptious,,,,fallacious,,,,,,,,,,,,,,,,,,,
,obstinate,impetuous,,,,meretricious,,,,,,,,,,,,,,,,,,,
,obdurate,,,,,ersatz,,,,,,,,,,,,,,,,,,,
,intransigent,,,,,phoney,,,,,,,,,,,,,,,,,,,
,intractable,,,,,adulterine,,,,,,,,,,,,,,,,,,,
,refractory,,,,,,,,,,,,,,,,,,,,,,,,
,indurate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
subjective,subvert,timorous,tortuous,tractable,transient,ubiquitous,,,,,,,,,,,,,,,,,,,
intuitive,oust,apprehensive,sinuous,malleable,transitory,omnipresent,,,,,,,,,,,,,,,,,,,
impressionistic,sabotage,quaking,undulating,compliant,ephemeral,pervasive,,,,,,,,,,,,,,,,,,,
biased,undermine,diffident,circuitous,tame,evanescent,prevalent,,,,,,,,,,,,,,,,,,,
prejudiced,debase,bashful,labyrinthine,meek,mutable,predominant,,,,,,,,,,,,,,,,,,,
bigoted,vitiate,reticent,anfractuous,gullible,fugacious,inescapable,,,,,,,,,,,,,,,,,,,
idiosyncratic,,timid,flexuous,obsequious,,,,,,,,,,,,,,,,,,,,,
irrational,,demure,verbose,sycophantic,,,,,,,,,,,,,,,,,,,,,
,,wimpish,,,,,,,,,,,,,,,,,,,,,,,
,,recreant,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
venal,venerate,,,,,,,,,,,,,,,,,,,,,,,,
grafting,revere,,,,,,,,,,,,,,,,,,,,,,,,
fraudulent,adulate,,,,,,,,,,,,,,,,,,,,,,,,
unscrupulous,deify,,,,,,,,,,,,,,,,,,,,,,,,
mercenary,exalt,,,,,,,,,,,,,,,,,,,,,,,,
avaricious,extol,,,,,,,,,,,,,,,,,,,,,,,,
rapacious,aggrandize,,,,,,,,,,,,,,,,,,,,,,,,
simoniac,lionize,,,,,,,,,,,,,,,,,,,,,,,,
,laud,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 7,,,,,,,,,,,,,,,,,,,,,,,,,
appease,arbitrary,archaic,clamorous,dearth,explicable,hyperbole,,,,,,,,,,,,,,,,,,,
assuage,capricious,obsolete,vociferous,paucity,accountable,exaggeration,,,,,,,,,,,,,,,,,,,
conciliate,whimsical,anachronistic,raucous,sparseness,intelligible,embroidery,,,,,,,,,,,,,,,,,,,
placate,erratic,defunct,rackety,scantiness,exponible,embellishment,,,,,,,,,,,,,,,,,,,
pacify,haphazard,,tumultuous,destitution,,puffery,,,,,,,,,,,,,,,,,,,
propitiate,wanton,,importunate,privation,,,,,,,,,,,,,,,,,,,,,
palliate,,,insistent,exiguity,,,,,,,,,,,,,,,,,,,,,
mollify,,,vehement,,,,,,,,,,,,,,,,,,,,,,
tranquillize,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
immutable,indefatigable,indolent,insular,intransigent,intrepid,irreverent,,,,,,,,,,,,,,,,,,,
rigid,indomitable,apathetic,parochial,obstinate,dauntless,disdainful,,,,,,,,,,,,,,,,,,,
entrenched,persistent,lethargic,myopic,obdurate,unabashed,scornful,,,,,,,,,,,,,,,,,,,
indelible,tenacious,languid,dogmatic,inexorable,audacious,contemptuous,,,,,,,,,,,,,,,,,,,
ineradicable,dogged,torpid,rigid,inveterate,mettlesome,insolent,,,,,,,,,,,,,,,,,,,
perpetual,assiduous,plodding,entrenched,adamant,valiant,impudent,,,,,,,,,,,,,,,,,,,
,industrious,lax,prejudiced,tenacious,stalwart,impertinent,,,,,,,,,,,,,,,,,,,
,,,bigoted,indurate,,presumptuous,,,,,,,,,,,,,,,,,,,
,,,partisan,,,,,,,,,,,,,,,,,,,,,,
,,,xenophobic,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
loathe,malign,malleable,neophyte,platitude,prescient,pristine,,,,,,,,,,,,,,,,,,,
abhor,The Latin root word mal means +IBw-bad+IB0- or +IBw-evil.+IB0-,pliable,novice,clich+AOk-,prophetic,immaculate,,,,,,,,,,,,,,,,,,,
abominate,inimical,tractable,initiate,truism,clairvoyant,flawless,,,,,,,,,,,,,,,,,,,
execrate,malevolent,docile,fledgling,commonplace,prognostic,virgin,,,,,,,,,,,,,,,,,,,
abhorrence,malignant,complaisant,apprentice,banality,oracular,unsullied,,,,,,,,,,,,,,,,,,,
antipathy,injurious,plastic,probationer,,sibylline,undefiled,,,,,,,,,,,,,,,,,,,
animosity,spiteful,,tenderfoot,,,,,,,,,,,,,,,,,,,,,,
malice,malicious,,,,,,,,,,,,,,,,,,,,,,,,
enmity,malefic,,,,,,,,,,,,,,,,,,,,,,,,
aversion,vilify,,,,,,,,,,,,,,,,,,,,,,,,
repugnance,calimniate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
reproach,robust,salubrious,sanction,sedulous,soporific,stern,,,,,,,,,,,,,,,,,,,
chide,stark,wholesome,deterrent,meticulous,somnolent,stringent,,,,,,,,,,,,,,,,,,,
reprimand,brawny,salutary,embargo,assiduous,calmative,exacting,,,,,,,,,,,,,,,,,,,
admonish,durable,luxurious,boycott,industrious,tranquillizing,authoritarian,,,,,,,,,,,,,,,,,,,
chastise,resilient,grand,acquiescence,laborious,opiate,draconian,,,,,,,,,,,,,,,,,,,
berate,hunky(Like Vishu),,approbation,punctilious,somnific,grim,,,,,,,,,,,,,,,,,,,
castigate,,,accreditation,scrupulous,,Austere,,,,,,,,,,,,,,,,,,,
lambaste,,,ratification,painstaking,,,,,,,,,,,,,,,,,,,,,
censure,,,,pedantic,,,,,,,,,,,,,,,,,,,,,
carpet,,,,,,,,,,,,,,,,,,,,,,,,,
objurgate,,,,,,,,,,,,,,,,,,,,,,,,,
reprobate,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 8,,,,,,,,,,,,,,,,,,,,,,,,,
accentuate,conjectural,convivial,decadent,egregious,evanescent,flamboyant,,,,,,,,,,,,,,,,,,,
underline,putative,genial,dissolute,ghastly,dwindling,ostentatious,,,,,,,,,,,,,,,,,,,
underscore,abstract,affable,dissipated,horrendous,fugitive,exuberant,,,,,,,,,,,,,,,,,,,
spotlight,postulated,amiable,depraved,abominable,fugacious,buoyantt,,,,,,,,,,,,,,,,,,,
foreground,inferred,congenial,louche,abhorrent,ephemeraly,vivacious,,,,,,,,,,,,,,,,,,,
,presupposed,gregariousy,rakish,harrowing,transient,rakish,,,,,,,,,,,,,,,,,,,
,tentative,jovial,wanton,dire,,lurid,,,,,,,,,,,,,,,,,,,
,groundless,couthy,profligate,flagrant,,,,,,,,,,,,,,,,,,,,,
,,,sybaritic,blatant,,,,,,,,,,,,,,,,,,,,,
,,,voluptuary,,,,,,,,,,,,,,,,,,,,,,
,,,epicurean,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
forestall,gainsay,galvanize,indiscriminate,innocuous,momentary,mundane,,,,,,,,,,,,,,,,,,,
thwart,repudiate,invigorate,haphazard,innoxious,transient,humdrum,,,,,,,,,,,,,,,,,,,
avert,debunk,vitalize,heterogeneous,insipid,transitory,prosaic,,,,,,,,,,,,,,,,,,,
preclude,refute,exhilarate,motley,anodyne,ephemeral,quotidian,,,,,,,,,,,,,,,,,,,
obviate,rebut,dynamize,chaotic,commonplace,evanescent,commonplace,,,,,,,,,,,,,,,,,,,
hinder,controvert,,,,fugitive,pedestrian,,,,,,,,,,,,,,,,,,,
impede,,,,,fugacious,banal,,,,,,,,,,,,,,,,,,,
,,,,,,hackneyed,,,,,,,,,,,,,,,,,,,
,,,,,,trite,,,,,,,,,,,,,,,,,,,
,,,,,,hacky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
nullify,obviate,omnipresent,oust,palpable,perfidy,profuse,,,,,,,,,,,,,,,,,,,
rescind,preclude,ubiquitous,depose,discernible,perfidiousness,copious,,,,,,,,,,,,,,,,,,,
abrogate,avert,rife,topple,observable,infidelity,prolific,,,,,,,,,,,,,,,,,,,
veto,,prevalent,purge,tangible,falsity,extravagant,,,,,,,,,,,,,,,,,,,
obliterate,,common,banish,evident,,effusive,,,,,,,,,,,,,,,,,,,
,,,deport,apparent,,inordinate,,,,,,,,,,,,,,,,,,,
,,,exile,conspicuous,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
pugnacious,sagacious,sanguine,scant,skulduggery,trivial,utilitarian,,,,,,,,,,,,,,,,,,,
belligerent,discerning,erubescent,meagre,unscrupulousness,frivolous,practical,,,,,,,,,,,,,,,,,,,
bellicose,canny,rubescent,deficient,chicanery,trifling,functional,,,,,,,,,,,,,,,,,,,
contentious,acute,buoyant,exiguous,machinations,fiddling,pragmatic,,,,,,,,,,,,,,,,,,,
defiant,astute,,,hanky+AC0-panky,paltry,workaday,,,,,,,,,,,,,,,,,,,
truculent,shrewd,,,,nugatory,robust,,,,,,,,,,,,,,,,,,,
irascible,prudentl,,,,flimsy,,,,,,,,,,,,,,,,,,,,
,percipient,,,,,,,,,,,,,,,,,,,,,,,,
,sapient,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
vapid,,,,,,,,,,,,,,,,,,,,,,,,,
insipid,,,,,,,,,,,,,,,,,,,,,,,,,
colourless,,,,,,,,,,,,,,,,,,,,,,,,,
feeble,,,,,,,,,,,,,,,,,,,,,,,,,
zestless,,,,,,,,,,,,,,,,,,,,,,,,,
trite,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 9,,,,,,,,,,,,,,,,,,,,,,,,,
boorish,brook,circumspect,commensurate,cordial,deleterious,dichotomy,,,,,,,,,,,,,,,,,,,
coarse,,wary,corresponding,genial,inimical,gulf,,,,,,,,,,,,,,,,,,,
impolite,tolerate,heedful,correspondent,affable,adverse,chasm,,,,,,,,,,,,,,,,,,,
churlish,abide,vigilant,commensurable,amiable,pernicious,polarity,,,,,,,,,,,,,,,,,,,
barbarous,countenance,prudent,,acute,ruinous,antagonism,,,,,,,,,,,,,,,,,,,
philistine,,canny,,fervent,,contrariety,,,,,,,,,,,,,,,,,,,
,,,,fervid,,,,,,,,,,,,,,,,,,,,,
,,,,ardent,,,,,,,,,,,,,,,,,,,,,
,,,,profound,,,,,,,,,,,,,,,,,,,,,
,,,,perfervid,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
edify,elicit,erudite,fecund,feeble,felicitous,forbear,,,,,,,,,,,,,,,,,,,
inculcate,induce,lettered,fertile,puny,apposite,abstain,,,,,,,,,,,,,,,,,,,
indoctrinate,prompt,sagacious,fruitful,enfeebled,pertinent,desist,,,,,,,,,,,,,,,,,,,
elevate,engender,donnish,prolific,enervated,germane,eschew,,,,,,,,,,,,,,,,,,,
,kindle,cerebral,fructuous,tottery,congruous,,,,,,,,,,,,,,,,,,,,
,extort,pedantic,,etiolated,lucky,,,,,,,,,,,,,,,,,,,,
,,esoteric,,craven,,,,,,,,,,,,,,,,,,,,,
,,recondite,,implausible,,,,,,,,,,,,,,,,,,,,,
,,sapient,,inept,,,,,,,,,,,,,,,,,,,,,
,,,,paltry,,,,,,,,,,,,,,,,,,,,,
,,,,futile,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
haphazard,hodgepodge,impede,impetuous,irascible,mercenary,meticulous,,,,,,,,,,,,,,,,,,,
indiscriminate,assortment,obstruct,heedless,waspish,avaricious,conscientious,,,,,,,,,,,,,,,,,,,
chaotic,ragbag,hamper,imprudent,peevish,covetous,scrupulous,,,,,,,,,,,,,,,,,,,
arbitrary,melange,thwart,spontaneous,captious,rapacious,punctilious,,,,,,,,,,,,,,,,,,,
slapdash,,balk,impromptu,fractious,venal,painstaking,,,,,,,,,,,,,,,,,,,
slipshod,,cumber,precipitate,iracund,materialistic,fastidious,,,,,,,,,,,,,,,,,,,
,,,,,,pedantic,,,,,,,,,,,,,,,,,,,
,,,,,,laborious,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
mordant,outstrip,precarious,quirky,repudiate,tact,trifling,,,,,,,,,,,,,,,,,,,
trenchant,overshadow,perilous,quirkyeccentric,abjure,prudence,trivial,,,,,,,,,,,,,,,,,,,
acerbic,eclipse,dubious,idiosyncratic,recant,decorum,petty,,,,,,,,,,,,,,,,,,,
sardonic,,dodgy,peculiar,gainsay,savvy,incidental,,,,,,,,,,,,,,,,,,,
scathing,,,zany,controvert,perception,frivolous,,,,,,,,,,,,,,,,,,,
pungent,,,kinky,refute,subtlety,superficial,,,,,,,,,,,,,,,,,,,
incisive,,,,forsake,,piddling,,,,,,,,,,,,,,,,,,,
polemic,,,,,,exiguous,,,,,,,,,,,,,,,,,,,
virulent,,,,,,,,,,,,,,,,,,,,,,,,,
vitriolic,,,,,,,,,,,,,,,,,,,,,,,,,
waspish,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
turbulent,,,,,,,,,,,,,,,,,,,,,,,,,
tempestuous,,,,,,,,,,,,,,,,,,,,,,,,,
stormy,,,,,,,,,,,,,,,,,,,,,,,,,
unstable,,,,,,,,,,,,,,,,,,,,,,,,,
unsettled,,,,,,,,,,,,,,,,,,,,,,,,,
tumultuous,,,,,,,,,,,,,,,,,,,,,,,,,
chaotic,,,,,,,,,,,,,,,,,,,,,,,,,
anarchic,,,,,,,,,,,,,,,,,,,,,,,,,
agitated,,,,,,,,,,,,,,,,,,,,,,,,,
boisterous,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 10,,,,,,,,,,,,,,,,,,,,,,,,,
acumen,antithesis,ascribe,befuddle,eschew,esoteric,evasive,,,,,,,,,,,,,,,,,,,
shrewdness,contrast,attribute,bewildered,shun,abstruse,prevaricating,,,,,,,,,,,,,,,,,,,
acuity,(direct) opposite,accredit,fazed,abjure,arcane,elusive,,,,,,,,,,,,,,,,,,,
canniness,converse,impute,perplexed,relinquish,recondite,ambiguous,,,,,,,,,,,,,,,,,,,
discernment,reverse,,stupefied,gainsay,abstract,equivocal,,,,,,,,,,,,,,,,,,,
sagacity,,,fuddled,repudiate,perplexing,vague,,,,,,,,,,,,,,,,,,,
perspicacity,,,benumbed,abnegate,enigmatic,enigmatic,,,,,,,,,,,,,,,,,,,
ingenuity,,,vague,abdicate,inscrutable,perplexing,,,,,,,,,,,,,,,,,,,
savvy,,,,forsake,unfathomable,gnomic,,,,,,,,,,,,,,,,,,,
,,,,,involuted,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
expedite,fastidious,feign,furtive,hamper,indispensable,lament,,,,,,,,,,,,,,,,,,,
hasten,scrupulous,masquerade,surreptitious,basket,vital,wail,,,,,,,,,,,,,,,,,,,
precipitatee,punctilious,malinger,wily,hinder,imperative,moaning,,,,,,,,,,,,,,,,,,,
facilitate,painstaking,ostensible,clandestine,impede,obligatory,weeping,,,,,,,,,,,,,,,,,,,
stimulate,meticulous,avowed,covert,inhibit,acute,complaint,,,,,,,,,,,,,,,,,,,
,assiduous,phoney,skulking,balk,paramount,jeremiad,,,,,,,,,,,,,,,,,,,
,sedulous,,,thwart,,,,,,,,,,,,,,,,,,,,,
,finicky,,,foil,,,,,,,,,,,,,,,,,,,,,
,pedantic,,,,,,,,,,,,,,,,,,,,,,,,
,exacting,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
myopic,nonchalant,partial,pensive,portend,provincial,rudimentary,,,,,,,,,,,,,,,,,,,
insular,airy,fragmentary,contemplative,presage,parochial,primitive,,,,,,,,,,,,,,,,,,,
parochial,dispassionate,prejudiced,cogitative,augur,suburban,vestigial,,,,,,,,,,,,,,,,,,,
provincial,detached,partisan,ruminative,foreshadow,insular,fundamental,,,,,,,,,,,,,,,,,,,
,apathetic,slanted,wistful,foretell,limited,abortive,,,,,,,,,,,,,,,,,,,
,insouciant,skewed,melancholy,herald,localist,obsolete,,,,,,,,,,,,,,,,,,,
,,coloured,ruminant,harbinger,bigoted,,,,,,,,,,,,,,,,,,,,
,,jaundiced,,,prejudiced,,,,,,,,,,,,,,,,,,,,
,,inequitable,,,intolerant,,,,,,,,,,,,,,,,,,,,
,,,,,jerkwater,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
salutary,sever,slight,somnolent,supersede,tout,wane,,,,,,,,,,,,,,,,,,,
salubrious,amputate,scant,languid,supplant,endorse,evanesce,,,,,,,,,,,,,,,,,,,
profitable,sunder,minuscule,lethargic,oust,urge,remit,,,,,,,,,,,,,,,,,,,
practical,terminate,exiguous,enervated,override,flaunt,ebb,,,,,,,,,,,,,,,,,,,
,cleave,superficial,torpid,succeed,advertise,atrophy,,,,,,,,,,,,,,,,,,,
,,trifling,oscitant,,publicize,attenuate,,,,,,,,,,,,,,,,,,,
,,trivial,tranquil,,,abate,,,,,,,,,,,,,,,,,,,
,,,isolated,,,evaporate,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 11,,,,,,,,,,,,,,,,,,,,,,,,,
abhor,boisterous,chivalrous,churlish,clandestine,complacent,cumbersome,,,,,,,,,,,,,,,,,,,
abominate,exuberant,bold,boorish,covert,smug,complex,,,,,,,,,,,,,,,,,,,
execrate,frisky,gallant,loutish,furtive,gloating,inefficient,,,,,,,,,,,,,,,,,,,
disdain,ebullient,urbane,uncharitable,surreptitious,triumphant,wasteful,,,,,,,,,,,,,,,,,,,
have an aversion to,tumultuous,intrepid,surly,,gratified,slow,,,,,,,,,,,,,,,,,,,
disrelish,clamorous,,sullen,,lax,lumbersome,,,,,,,,,,,,,,,,,,,
,clangorous,,,,wisenheimer,,,,,,,,,,,,,,,,,,,,
,animated,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
debilitating,deliberate,droll,eccentric,fractious,limpid,obeisance,,,,,,,,,,,,,,,,,,,
enfeeble,conscious,zany,aberrant,peevish,lucid,veneration,,,,,,,,,,,,,,,,,,,
enervate,wilful,quirky,anomalous,pettish,intelligible,deference,,,,,,,,,,,,,,,,,,,
prostrate,wanton,eccentric,idiosyncratic,irascible,perceptible,reverence,,,,,,,,,,,,,,,,,,,
torpefy,aforethought,ludicrous,quirky,waspish,coherent,salaam,,,,,,,,,,,,,,,,,,,
,ponderous,jocular,capricious,ornery,luminous,,,,,,,,,,,,,,,,,,,,
,systematic,facetious,whimsical,wayward,pellucid,,,,,,,,,,,,,,,,,,,,
,painstaking,whimsical,avant garde,,,,,,,,,,,,,,,,,,,,,,
,meticulous,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ostentatious,panacea,perfunctory,perilous,pervasive,preclude,predilection,,,,,,,,,,,,,,,,,,,
pretentious,nostrum,cursory,treacherous,prevalent,,penchant,,,,,,,,,,,,,,,,,,,
conspicuous,elixir,desultory,precarious,penetrating,impede,proclivity,,,,,,,,,,,,,,,,,,,
obtrusive,,superficial,dicey,ubiquitous,inhibit,proneness,,,,,,,,,,,,,,,,,,,
flamboyant,,sketchy,gnarly,omnipresent,forbid,affinity,,,,,,,,,,,,,,,,,,,
gaudy,,mechanical/automatic,parlous,pandemic,,,,,,,,,,,,,,,,,,,,,
extravagant,,,,insidious,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
rapacious,relish,satirical,sham(Noun),skirt,sluggish,spartan,,,,,,,,,,,,,,,,,,,
avaricious,rapture,sardonic,charlatan,circumnavigate,stagnant,austere,,,,,,,,,,,,,,,,,,,
covetous,contentment,scornful,quack,fringe,lethargic,frugal,,,,,,,,,,,,,,,,,,,
mercenary,gratification,derisive,mountebank,dodge,torpid,stringent,,,,,,,,,,,,,,,,,,,
insatiable,titillation,trenchant,phoney,circumvent,languid,arduous,,,,,,,,,,,,,,,,,,,
voracious,zest,mordant,,,enervated,ascetic,,,,,,,,,,,,,,,,,,,
extortionate,,acerbic,,,somnolent,abstemious,,,,,,,,,,,,,,,,,,,
,,pungent,,,indolent,stark,,,,,,,,,,,,,,,,,,,
,,cynical,,,,,,,,,,,,,,,,,,,,,,,
,,Hudibrastic,,,,,,,,,,,,,,,,,,,,,,,
,,mordacious,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
truculent,,,,,,,,,,,,,,,,,,,,,,,,,
belligerent,,,,,,,,,,,,,,,,,,,,,,,,,
pugnacious,,,,,,,,,,,,,,,,,,,,,,,,,
bellicose,,,,,,,,,,,,,,,,,,,,,,,,,
obstreperous,,,,,,,,,,,,,,,,,,,,,,,,,
sullen,,,,,,,,,,,,,,,,,,,,,,,,,
scrappy,,,,,,,,,,,,,,,,,,,,,,,,,
feisty(Like Greg),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
group 12,,,,,,,,,,,,,,,,,,,,,,,,,
acrimonious,belligerent,beneficent,canny,cavalier,distress,dwindling,,,,,,,,,,,,,,,,,,,
rancorous,pugnacious,benevolent,shrewd,supercilious,perturb,wane,,,,,,,,,,,,,,,,,,,
scathing,bellicose,altruistic,astute,haughty,disquiet,plummet,,,,,,,,,,,,,,,,,,,
trenchant,truculent,magnanimous,acute,disdainful,agitate,wither,,,,,,,,,,,,,,,,,,,
virulent,contentious,munificent,sagacious,scornful,vex,,,,,,,,,,,,,,,,,,,,
vitriolic,irascible,benign,circumspect,insolent,harrowing,,,,,,,,,,,,,,,,,,,,
waspish,,indulgent,prudent,glib,,,,,,,,,,,,,,,,,,,,,
pernicious,,,savvy,perfunctory,,,,,,,,,,,,,,,,,,,,,
irascible,,,,cursory,,,,,,,,,,,,,,,,,,,,,
mordacious,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
eclipse,exacerbate,exasperated,hackneyed,incongruous,interchangeable,laconic,,,,,,,,,,,,,,,,,,,
drawf,aggravate,exacerbate,platitudinous,discordant,parallel,succinct,,,,,,,,,,,,,,,,,,,
trump,inflame,infuriate,vapid,dissonant,analogous,economical,,,,,,,,,,,,,,,,,,,
transcend,augment,incense,trite,jarring,homogeneous,elliptical,,,,,,,,,,,,,,,,,,,
,,exacerbate,banal,extraneous,cognate,incisive,,,,,,,,,,,,,,,,,,,
,,madden,commonplace,disparate,,compendious,,,,,,,,,,,,,,,,,,,
,,aggravate,prosaic,,,gnomic,,,,,,,,,,,,,,,,,,,
,,,pedestrian,,,taciturn,,,,,,,,,,,,,,,,,,,
,,,humdrum,,,reticent,,,,,,,,,,,,,,,,,,,
,,,,,,unforthcoming,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
lucrative,magisterial,onerous,opprobrium,parsimonious,peripheral,provocative,,,,,,,,,,,,,,,,,,,
